,Source,Target
1735,primary carcinoma of the liver cells,splenomegaly
1736,primary carcinoma of the liver cells,lesion
1737,primary carcinoma of the liver cells,paresis
1738,primary carcinoma of the liver cells,tumor cell invasion
1739,primary carcinoma of the liver cells,room spinning
1740,primary carcinoma of the liver cells,haemorrhage
1741,primary carcinoma of the liver cells,thicken
1742,primary carcinoma of the liver cells,indifferent mood
1743,primary carcinoma of the liver cells,cachexia
1744,primary carcinoma of the liver cells,"hypothermia, natural"
1745,primary carcinoma of the liver cells,pain abdominal
1746,primary carcinoma of the liver cells,hepatomegaly
1747,primary carcinoma of the liver cells,hematocrit decreased
1748,primary carcinoma of the liver cells,stupor
1749,primary carcinoma of the liver cells,decreased body weight
1750,primary carcinoma of the liver cells,shortness of breath
1751,primary carcinoma of the liver cells,cough
1752,emphysema pulmonary,behavior showing increased motor activity
1753,emphysema pulmonary,scar tissue
1754,emphysema pulmonary,dyspnea on exertion
1755,emphysema pulmonary,coordination abnormal
1756,emphysema pulmonary,myalgia
1757,emphysema pulmonary,hypercapnia
1758,emphysema pulmonary,clammy skin
1759,emphysema pulmonary,has religious belief
1760,emphysema pulmonary,room spinning
1761,emphysema pulmonary,moan
1762,emphysema pulmonary,night sweat
1763,emphysema pulmonary,cachexia
1764,emphysema pulmonary,symptom aggravating factors
1765,emphysema pulmonary,dyspnea
1766,emphysema pulmonary,rale
1767,emphysema pulmonary,flushing
1768,emphysema pulmonary,painful swallowing
1769,emphysema pulmonary,arthralgia
1770,emphysema pulmonary,choke
1771,emphysema pulmonary,tenesmus
1772,emphysema pulmonary,constipation
1773,hemorrhoids,haemorrhage
1774,hemorrhoids,bowel sounds decreased
1775,hemorrhoids,decreased stool caliber
1776,hemorrhoids,nausea and vomiting
1777,hemorrhoids,hunger
1778,hemorrhoids,diarrhea
1779,hemorrhoids,dizziness
1780,hemorrhoids,hyponatremia
1781,hemorrhoids,clonus
1782,hemorrhoids,pain
1783,hemorrhoids,achalasia
1784,hemorrhoids,burning sensation
1785,hemorrhoids,guaiac positive
1786,hemorrhoids,numbness of hand
1787,hemorrhoids,wheezing
1788,hemorrhoids,cough
1789,spasm bronchial,shortness of breath
1790,spasm bronchial,scar tissue
1791,spasm bronchial,apyrexial
1792,spasm bronchial,no known drug allergies
1793,spasm bronchial,pain
1794,spasm bronchial,productive cough
1795,spasm bronchial,throat sore
1796,spasm bronchial,dyspnea
1797,spasm bronchial,chest tightness
1798,spasm bronchial,hypoxemia
1799,spasm bronchial,tachypnea
1800,spasm bronchial,sensory discomfort
1801,spasm bronchial,fever
1802,spasm bronchial,vomiting
1803,spasm bronchial,rhonchus
1804,spasm bronchial,hemiplegia
1805,spasm bronchial,fremitus
1806,aphasia,clonus
1807,aphasia,egophony
1808,aphasia,facial paresis
1809,aphasia,aphagia
1810,aphasia,muscle twitch
1811,aphasia,paralyse
1812,aphasia,low back pain
1813,aphasia,charleyhorse
1814,obesity morbid,out of breath
1815,obesity morbid,sedentary
1816,obesity morbid,angina pectoris
1817,obesity morbid,cough
1818,obesity morbid,unhappy
1819,obesity morbid,labored breathing
1820,obesity morbid,"hypothermia, natural"
1821,obesity morbid,dyspnea
1822,obesity morbid,hematocrit decreased
1823,obesity morbid,wheezing
1824,obesity morbid,hypoxemia
1825,obesity morbid,renal angle tenderness
1826,obesity morbid,feels hot/feverish
1827,pyelonephritis,fever
1828,pyelonephritis,pain
1829,pyelonephritis,urgency of micturition
1830,pyelonephritis,hematuria
1831,pyelonephritis,vomiting
1832,pyelonephritis,chill
1833,pyelonephritis,diarrhea
1834,pyelonephritis,nausea
1835,pyelonephritis,pain abdominal
1836,pyelonephritis,myalgia
1837,pyelonephritis,fever
1838,pyelonephritis,chill
1839,endocarditis,pleuritic pain
1840,endocarditis,thicken
1841,endocarditis,myalgia
1842,endocarditis,apyrexial
1843,endocarditis,night sweat
1844,endocarditis,flare
1845,endocarditis,shortness of breath
1846,endocarditis,orthopnea
1847,endocarditis,abscess bacterial
1848,endocarditis,hypotension
1849,endocarditis,cough
1850,endocarditis,metastatic lesion
1851,endocarditis,breath sounds decreased
1852,endocarditis,decreased body weight
1853,endocarditis,pulsus paradoxus
1854,endocarditis,hypokinesia
1855,effusion pericardial,pericardial friction rub
1856,effusion pericardial,dyspnea
1857,effusion pericardial,shortness of breath
1858,effusion pericardial,hemodynamically stable
1859,effusion pericardial,cardiomegaly
1860,effusion pericardial,hypotension
1861,effusion pericardial,sputum purulent
1862,effusion pericardial,facial paresis
1863,effusion pericardial,pain
1864,effusion pericardial,oliguria
1865,effusion pericardial,blackout
1866,effusion pericardial,intoxication
1867,pericardial effusion body substance,pericardial friction rub
1868,pericardial effusion body substance,dyspnea
1869,pericardial effusion body substance,shortness of breath
1870,pericardial effusion body substance,hemodynamically stable
1871,pericardial effusion body substance,cardiomegaly
1872,pericardial effusion body substance,hypotension
1873,pericardial effusion body substance,sputum purulent
1874,pericardial effusion body substance,facial paresis
1875,pericardial effusion body substance,pain
1876,pericardial effusion body substance,oliguria
1877,pericardial effusion body substance,blackout
1878,pericardial effusion body substance,intoxication
1879,chronic alcoholic intoxication,tremor
1880,chronic alcoholic intoxication,hallucinations auditory
1881,chronic alcoholic intoxication,suicidal
1882,chronic alcoholic intoxication,hoard
1883,chronic alcoholic intoxication,irritable mood
1884,chronic alcoholic intoxication,feeling hopeless
1885,chronic alcoholic intoxication,feeling suicidal
1886,chronic alcoholic intoxication,neologism
1887,chronic alcoholic intoxication,seizure
1888,chronic alcoholic intoxication,homelessness
1889,chronic alcoholic intoxication,sleeplessness
1890,chronic alcoholic intoxication,unconscious state
1891,chronic alcoholic intoxication,panic
1892,chronic alcoholic intoxication,breath sounds decreased
1893,chronic alcoholic intoxication,shortness of breath
1894,pneumothorax,dyspnea
1895,pneumothorax,cardiovascular finding
1896,pneumothorax,cardiovascular event
1897,pneumothorax,haemoptysis
1898,pneumothorax,cough
1899,pneumothorax,hypercapnia
1900,pneumothorax,soft tissue swelling
1901,pneumothorax,prostatism
1902,pneumothorax,agitation
1903,delirium,unsteady gait
1904,delirium,withdraw
1905,delirium,hyponatremia
1906,delirium,verbally abusive behavior
1907,delirium,feeling suicidal
1908,delirium,unresponsiveness
1909,delirium,worry
1910,delirium,drowsiness
1911,delirium,sleepy
1912,delirium,hallucinations auditory
1913,delirium,suicidal
1914,delirium,fever
1915,delirium,diarrhea
1916,neutropenia,transaminitis
1917,neutropenia,splenomegaly
1918,neutropenia,night sweat
1919,neutropenia,apyrexial
1920,neutropenia,lesion
1921,neutropenia,snuffle
1922,neutropenia,chill
1923,neutropenia,cough
1924,neutropenia,monoclonal
1925,neutropenia,hypocalcemia result
1926,neutropenia,oliguria
1927,neutropenia,rhd positive
1928,neutropenia,distress respiratory
1929,hyperbilirubinemia,cyanosis
1930,hyperbilirubinemia,tachypnea
1931,hyperbilirubinemia,para 1
1932,hyperbilirubinemia,bradycardia
1933,hyperbilirubinemia,breech presentation
1934,hyperbilirubinemia,cushingoid facies
1935,hyperbilirubinemia,cushingoid habitus
1936,hyperbilirubinemia,cough
1937,hyperbilirubinemia,myalgia
1938,influenza,uncoordination
1939,influenza,fever
1940,influenza,pleuritic pain
1941,influenza,snuffle
1942,influenza,throat sore
1943,influenza,malaise
1944,influenza,debilitation
1945,influenza,symptom aggravating factors
1946,influenza,chill
1947,influenza,scleral icterus
1948,influenza,nasal flaring
1949,influenza,dysuria
1950,influenza,lip smacking
1951,influenza,headache
1952,influenza,sneeze
1953,influenza,snore
1954,influenza,green sputum
1955,influenza,shortness of breath
1956,influenza,distress respiratory
1957,influenza,blackout
1958,influenza,extreme exhaustion
1959,dependence,intoxication
1960,dependence,tremor
1961,dependence,agitation
1962,dependence,suicidal
1963,dependence,homelessness
1964,dependence,prostatism
1965,dependence,lethargy
1966,dependence,seizure
1967,dependence,muscle twitch
1968,dependence,stuffy nose
1969,dependence,feeling hopeless
1970,dependence,heavy legs
1971,dependence,rale
1972,thrombus,hypokinesia
1973,thrombus,anorexia
1974,thrombus,hypertonicity
1975,thrombus,shortness of breath
1976,thrombus,hypoalbuminemia
1977,thrombus,pruritus
1978,thrombus,sore to touch
1979,thrombus,hemodynamically stable
1980,thrombus,facial paresis
1981,thrombus,vomiting
1982,thrombus,stool color yellow
1983,cholecystitis,moan
1984,cholecystitis,nausea
1985,cholecystitis,pain abdominal
1986,cholecystitis,Murphy's sign
1987,cholecystitis,flatulence
1988,cholecystitis,colic abdominal
1989,cholecystitis,pain
1990,cholecystitis,ascites
1991,cholecystitis,diarrhea
1992,cholecystitis,qt interval prolonged
1993,cholecystitis,cardiovascular finding
1994,cholecystitis,cardiovascular event
1995,cholecystitis,groggy
1996,cholecystitis,sinus rhythm
1997,cholecystitis,gasping for breath
1998,cholecystitis,constipation
1999,cholecystitis,feces in rectum
2000,cholecystitis,abnormally hard consistency
2001,hernia hiatal,pain abdominal
2002,hernia hiatal,fatigability
2003,hernia hiatal,prodrome
2004,hernia hiatal,vomiting
2005,hernia hiatal,nausea
2006,hernia hiatal,myalgia
2007,hernia hiatal,hyponatremia
2008,hernia hiatal,sore to touch
2009,hernia hiatal,general discomfort
2010,hernia hiatal,dyspnea on exertion
2011,hernia hiatal,asterixis
2012,hernia hiatal,guaiac positive
2013,hernia hiatal,numbness of hand
2014,hernia hiatal,headache
2015,hernia hiatal,photophobia
2016,migraine disorders,ambidexterity
2017,migraine disorders,vomiting
2018,migraine disorders,dizziness
2019,migraine disorders,numbness
2020,migraine disorders,nausea
2021,migraine disorders,fever
2022,migraine disorders,splenomegaly
2023,pancytopenia,hypoproteinemia
2024,pancytopenia,fatigue
2025,pancytopenia,haemorrhage
2026,pancytopenia,fatigability
2027,pancytopenia,cushingoid facies
2028,pancytopenia,cushingoid habitus
2029,pancytopenia,stool color yellow
2030,pancytopenia,colic abdominal
2031,cholelithiasis,vomiting
2032,cholelithiasis,nausea
2033,cholelithiasis,pain abdominal
2034,cholelithiasis,pain
2035,cholelithiasis,cushingoid facies
2036,cholelithiasis,cushingoid habitus
2037,cholelithiasis,ascites
2038,cholelithiasis,thicken
2039,cholelithiasis,sore to touch
2040,cholelithiasis,diarrhea
2041,cholelithiasis,apyrexial
2042,cholelithiasis,palpitation
2043,biliary calculus,vomiting
2044,biliary calculus,nausea
2045,biliary calculus,pain abdominal
2046,biliary calculus,pain
2047,biliary calculus,cushingoid facies
2048,biliary calculus,cushingoid habitus
2049,biliary calculus,ascites
2050,biliary calculus,thicken
2051,biliary calculus,sore to touch
2052,biliary calculus,diarrhea
2053,biliary calculus,apyrexial
2054,biliary calculus,palpitation
2055,tachycardia sinus,left atrial hypertrophy
2056,tachycardia sinus,sweat
2057,tachycardia sinus,sweating increased
2058,tachycardia sinus,alcohol binge episode
2059,tachycardia sinus,pressure chest
2060,tachycardia sinus,scar tissue
2061,tachycardia sinus,cardiovascular finding
2062,tachycardia sinus,cardiovascular event
2063,tachycardia sinus,orthostasis
2064,tachycardia sinus,shortness of breath
2065,tachycardia sinus,t wave inverted
2066,tachycardia sinus,vomiting
2067,tachycardia sinus,pain abdominal
2068,ileus,abscess bacterial
2069,ileus,abdomen acute
2070,ileus,air fluid level
2071,ileus,catching breath
2072,ileus,abdominal tenderness
2073,ileus,nausea
2074,ileus,sore to touch
2075,ileus,flatulence
2076,ileus,diarrhea
2077,ileus,mass of body structure
2078,ileus,apyrexial
2079,ileus,constipation
2080,ileus,thicken
2081,ileus,gravida 0
2082,ileus,pain abdominal
2083,adhesion,flatulence
2084,adhesion,pain
2085,adhesion,large-for-dates fetus
2086,adhesion,para 1
2087,adhesion,vomiting
2088,adhesion,lung nodule
2089,adhesion,breech presentation
2090,adhesion,shortness of breath
2091,adhesion,decreased body weight
2092,adhesion,immobile
2093,adhesion,unsteady gait
2094,adhesion,hallucinations visual
2095,adhesion,feeling suicidal
2096,delusion,loose associations
2097,delusion,giddy mood
2098,delusion,feeling hopeless
2099,delusion,agitation
2100,delusion,hallucinations auditory
2101,delusion,irritable mood
2102,delusion,sleeplessness
2103,delusion,neologism
2104,delusion,homicidal thoughts
2105,delusion,disturbed family
2106,delusion,worry
2107,delusion,decompensation
2108,delusion,verbally abusive behavior
2109,delusion,catatonia
2110,delusion,suicidal
2111,delusion,terrify
2112,delusion,blackout
2113,delusion,weepiness
2114,delusion,impaired cognition
2115,delusion,irritable mood
2116,delusion,agitation
2117,affect labile,extreme exhaustion
2118,affect labile,sleeplessness
2119,affect labile,enuresis
2120,affect labile,patient non compliance
2121,affect labile,feeling hopeless
2122,affect labile,hallucinations visual
2123,affect labile,bedridden
2124,affect labile,bedridden
2125,affect labile,prostatism
2126,decubitus ulcer,systolic murmur
2127,decubitus ulcer,frail
2128,decubitus ulcer,fever
2129,abscess,Pus formation
2130,allergy,Runny nose
2131,allergy,Sneezing
2132,allergy,Itching
2133,allergy,Rashes
2134,allergy,Swelling
2135,alzheimers disease,Loss of memory
2136,alzheimers disease,Have trouble finding the right words to identify objects
2137,alzheimers disease,Express thoughts or take part in conversations
2138,anorexia nervosa,Extreme weight loss
2139,anorexia nervosa,Thin appearance
2140,anorexia nervosa,Abnormal blood counts
2141,anorexia nervosa,Fatigue
2142,anorexia nervosa,Insomnia
2143,anorexia nervosa,Dizziness
2144,anorexia nervosa,Fainting
2145,anorexia nervosa,Bluish discoloration of the fingers
2146,anorexia nervosa,Loss of hair
2147,anorexia nervosa,Absence of menstruation
2148,anorexia nervosa,Constipation
2149,anorexia nervosa,Dry or yellowish skin
2150,anorexia nervosa,Intolerance of cold
2151,anorexia nervosa,Irregular heart rhythms
2152,anorexia nervosa,Low blood pressure
2153,anorexia nervosa,Dehydration
2154,anorexia nervosa,Osteoporosis
2155,anorexia nervosa,Swelling of limbs
2156,antisocial personality disorder,Disregard for right and wrong
2157,antisocial personality disorder,Persistent lying or deceit to exploit others
2158,antisocial personality disorder,Being callous
2159,antisocial personality disorder,Using charm or wit to manipulate others for personal gain or personal pleasure
2160,antisocial personality disorder,Arrogance
2161,antisocial personality disorder,Recurring problems with the law
2162,antisocial personality disorder,Repeatedly violating the rights of others through intimidation and dishonesty
2163,antisocial personality disorder,Agitation
2164,antisocial personality disorder,Aggression
2165,appendicitis,Abdomen pain on right side
2166,appendicitis,Swelling in abdomen
2167,appendicitis,Loss of appetite
2168,appendicitis,Nausea
2169,appendicitis,Vomiting
2170,appendicitis,Constipation
2171,appendicitis,Low fever 
2172,arthritis,Pain in joints
2173,arthritis,Swelling in joints
2174,asthma,Wheezing
2175,asthma,Coughing
2176,asthma,Chest tightness
2177,asthma,Shortness of breath
2178,astigmatism,Blurred vision
2179,astigmatism,Eyestrain
2180,astigmatism,Headache
2181,astigmatism,Difficulty with night vision
2182,astigmatism,Squinting
2183,atherosclerosis,Heavy Chest pain
2184,atherosclerosis,Heart attack
2185,atherosclerosis,Shortness of breath
2186,atherosclerosis,Dizziness
2187,atherosclerosis,Weakness on one side of body
2188,atherosclerosis,Slurred speech
2189,atherosclerosis,Leg pain when walking
2190,backpain,Pain in back
2191,bladdercancer,Blood in your urine
2192,bladdercancer,Frequent urge to urinate
2193,bladdercancer,Pain when you urinate
2194,bladdercancer,Low back pain
2195,botulism,Difficulty swallowing or speaking
2196,botulism,Dry mouth
2197,botulism,Facial weakness on both sides of the face
2198,botulism,Blurred vision
2199,botulism,Drooping eyelids
2200,botulism,Trouble breathing
2201,botulism,Nausea
2202,botulism,Vomiting
2203,botulism,Abdominal cramps
2204,botulism,Paralysis
2205,brain tumor,New onset or change in pattern of headaches
2206,brain tumor,Nausea
2207,brain tumor,Vomiting
2208,brain tumor,Blurred vision
2209,brain tumor,Double vision
2210,brain tumor,Gradual loss of sensation or movement in an arm or a leg
2211,brain tumor,Difficulty with balance
2212,brain tumor,Speech difficulties
2213,brain tumor,Confusion in everyday matters
2214,brain tumor,Personality or behavior changes
2215,brain tumor,Seizures
2216,brain tumor,especially in someone who doesnt have a history of seizures
2217,brain tumor,Hearing problems
2218,breastcancer,lump in breast
2219,breastcancer,Change in size or shape of the breast
2220,breastcancer,Discharge from a nipple
2221,bronchitis,Cough
2222,bronchitis,Fatigue
2223,bronchitis,Shortness of breath
2224,bronchitis,Fever
2225,bronchitis,Chills
2226,bronchitis,Chest tightness
2227,brucellosis,Fever
2228,brucellosis,Chills
2229,brucellosis,Loss of appetite
2230,brucellosis,Sweating
2231,brucellosis,Weakness
2232,brucellosis,Fatigue
2233,brucellosis,Joint pain
2234,brucellosis,Muscle pain
2235,brucellosis,Headache
2236,burns,Swelling
2237,burns,Blistering
2238,burns,Scarring
2239,bursitis,Body pain
2240,bursitis,Body stiffness
2241,bursitis,Hurt more when you move it or press on it
2242,bursitis,Look swollen and red
2243,cancer,Fatigue
2244,cancer,Lump or area of thickening that can be felt under the skin
2245,cancer,Weight changes
2246,cancer,including unintended loss or gain
2247,cancer,uSkin changes
2248,cancer,such as yellowing
2249,cancer,darkening or redness of the skin
2250,cancer,sores that wont heal
2251,cancer,or changes to existing moles
2252,cancer,Changes in bowel or bladder habits
2253,cancer,Persistent cough or trouble breathing
2254,cancer,Difficulty swallowing
2255,cancer,Hoarseness
2256,cancer,Persistent indigestion or discomfort after eating
2257,cancer,Persistent
2258,cancer,unexplained muscle or joint pain
2259,cancer,Persistent
2260,cancer,unexplained fevers or night sweats
2261,cancer,Unexplained bleeding or bruising
2262,carbonmonoxidepoisoning,Headache
2263,carbonmonoxidepoisoning,Dizziness
2264,carbonmonoxidepoisoning,Weakness
2265,carbonmonoxidepoisoning,Nausea
2266,carbonmonoxidepoisoning,Vomiting
2267,carbonmonoxidepoisoning,Chest pain
2268,carbonmonoxidepoisoning,Confusion
2269,celiac disease,Iron deficiency
2270,celiac disease,Loss of bone density
2271,celiac disease,Softening of bone
2272,celiac disease,Itching
2273,celiac disease,Blisters
2274,celiac disease,Skin Rash
2275,celiac disease,Damage to dental enamel
2276,celiac disease,Mouth ulcers
2277,celiac disease,Headache
2278,celiac disease,Fatigue
2279,celiac disease,Nervous system injury
2280,cerebralpalsy,Difficulty in walking
2281,cerebralpalsy,Difficulty in writing
2282,cerebralpalsy,AGE
2283,cerebralpalsy,Name
2284,cerebralpalsy,SYMP
2285,cervicalcancer,Pelvic pain
2286,cervicalcancer,Bleeding from the vagina
2287,chagas disease,Swelling at the infection site
2288,chagas disease,Fever
2289,chagas disease,Fatigue
2290,chagas disease,Rash
2291,chagas disease,Body pain
2292,chagas disease,Swollen eyelid
2293,chagas disease,Headache
2294,chagas disease,Loss of appetite
2295,chagas disease,Nausea
2296,chagas disease,Diarrhea Vomiting
2297,chagas disease,Swollen glands
2298,chickenpox,Itchy rash
2299,chickenpox,Fluid-filled blisters all over the body
2300,chickenpox,Scabs all over the body
2301,chickenpox,Fever
2302,chickenpox,Headache
2303,chickenpox,Tiredness
2304,chickenpox,Loss of appetite
2305,chlamydia,Painful urination
2306,chlamydia,Lower abdominal pain
2307,chlamydia,Vaginal discharge in women
2308,chlamydia,Discharge from the penis in men
2309,chlamydia,Painful sexual intercourse in women
2310,chlamydia,Bleeding between periods and after sex in women
2311,chlamydia,Testicular pain in men
2312,cholera,Watery diarrhea
2313,cholera,Vomiting
2314,cholera,Leg cramps
2315,cholera,Dehydration
2316,cholera,Shock
2317,chronicfatiguesyndrome,Severe fatigue
2318,chronicfatiguesyndrome,Disturbed Sleep
2319,chronicfatiguesyndrome,Muscle pain
2320,chronicfatiguesyndrome,Memory problems
2321,chronicfatiguesyndrome,Headaches
2322,chronicfatiguesyndrome,Pain in multiple joints
2323,chronicfatiguesyndrome,Sleep problems
2324,chronicfatiguesyndrome,Sore throat
2325,chronicfatiguesyndrome,Tender lymph nodes
2326,colorectalcancer,Diarrhea
2327,colorectalcancer,Constipation
2328,colorectalcancer,A feeling that your bowel does not empty completely
2329,colorectalcancer,Blood in your stool
2330,colorectalcancer,Stools that are narrower than usual
2331,colorectalcancer,Frequent gas pains or cramps
2332,colorectalcancer,Weight loss
2333,colorectalcancer,Fatigue
2334,colorectalcancer,Nausea
2335,colorectalcancer,Vomiting
2336,commoncold,Sneezing
2337,commoncold,Sore throat
2338,commoncold,A stuffy nose
2339,commoncold,Coughing 
2340,cradle cap,Thick crusts on the scalp
2341,cradle cap,Dry skin
2342,cradle cap,Skin flakes
2343,cradle cap,Redness of skin
2344,deepveinthrombosis,Warmth and tenderness over the vein
2345,deepveinthrombosis,Pain or swelling in the part of the body affected
2346,deepveinthrombosis, Skin redness
2347,dehydration,Being thirsty
2348,dehydration,Urinating less often than usual
2349,dehydration,Dark-colored urine
2350,dehydration,Dry skin
2351,dehydration,Feeling tired
2352,dehydration,Dizziness
2353,dehydration,Fainting
2354,dengue,High fever
2355,dengue,Headache
2356,dengue,Joint pain
2357,dengue,Muscle pain
2358,dengue,Vomiting
2359,dengue,Rash
2360,dengue,Massive bleeding
2361,dengue,Shock
2362,depression,Loss of interest in favorite activities
2363,depression,Overeating
2364,depression,Not wanting to eat at all
2365,depression,Not being able to sleep
2366,depression,Sleeping too much
2367,depression,Feeling very tired
2368,depression,Feeling hopeless
2369,depression,Irritable
2370,depression,Anxious
2371,depression,Guilty
2372,depression,Pain
2373,depression,Headache
2374,depression,Cramps
2375,depression,Insomnia
2376,depression,Restlessness
2377,dermatitis,Redness
2378,dermatitis,Itching
2379,dermatitis,Small bumps
2380,diabetes,Increased thirst
2381,diabetes,Frequent urination
2382,diabetes,Extreme hunger
2383,diabetes,Weight loss
2384,diabetes,Presence of ketones in the urine 
2385,diabetes,Fatigue
2386,diabetes,Irritability
2387,diabetes,Blurred vision
2388,diabetes,Slow-healing sores
2389,diabetes,Gum infections
2390,diabetes,Skin infections
2391,diabetes,Vaginal infections
2392,diarrhea,Cramps or pain in the abdome
2393,diarrhea,An urgent need to use the bathroom
2394,diarrhea,Loss of bowel control
2395,diarrhea,Fever
2396,diarrhea,Abdominal Pain
2397,diarrhea,Blood in Stool
2398,diarrhea,Bloating 
2399,diarrhea,Nausea
2400,diarrhea,Abdominal Cramps
2401,diphtheria,Sore throat
2402,diphtheria,Swollen glands in the neck
2403,diphtheria,Fever
2404,diphtheria,Weakness
2405,diphtheria,Nasal Discharge
2406,diphtheria,Malaise
2407,diverticulitis,Pain
2408,diverticulitis,which may be constant and persist for several days. Pain is usually felt in the lower left side of the abdomen
2409,diverticulitis,but may occur on the right
2410,diverticulitis,especially in people of Asian descent.
2411,diverticulitis,Nausea and vomiting.
2412,diverticulitis,Fever.
2413,diverticulitis,Abdominal tenderness.
2414,diverticulitis,Constipation or
2415,diverticulitis,less commonly
2416,diverticulitis,diarrhea.
2417,down syndrome,Flattened facial features
2418,down syndrome,Small head
2419,down syndrome,Short neck
2420,down syndrome,Protruding tongue
2421,down syndrome,uUpward slanting eyes
2422,down syndrome,unusual for the childs ethnic group
2423,down syndrome,Unusually shaped or small ears
2424,down syndrome,Poor muscle tone
2425,down syndrome,Broad
2426,down syndrome,short hands with a single crease in the palm
2427,down syndrome,Relatively short fingers and small hands and feet
2428,down syndrome,Excessive flexibility
2429,down syndrome,Tiny white spots on the colored part (iris) of the eye called Brushfield spots
2430,down syndrome,Short height
2431,dyslexia,Late talking
2432,dyslexia,Learning new words slowly
2433,dyslexia,Difficulty learning nursery rhymes
2434,dyslexia,Difficulty playing rhyming games
2435,ebola,Fever
2436,ebola,Headache
2437,ebola,Joint pain
2438,ebola,Muscle pain
2439,ebola,Weakness
2440,ebola,Diarrhea
2441,ebola,Vomiting
2442,ebola,Stomach pain
2443,ebola,Lack of appetite
2444,ebola,Rash
2445,ebola,Red eyes
2446,ebola,Bleeding
2447,emphysema,Shortnes of breath
2448,emphysema,Unable to climb stairs
2449,emphysema,Bluish of lips
2450,emphysema,Bluish of  fingernails
2451,emphysema,Mentally unalert
2452,encephalitis,Severe headache
2453,encephalitis,Sudden fever
2454,encephalitis,Drowsiness
2455,encephalitis,Vomiting
2456,encephalitis,Confusion
2457,encephalitis,Seizures
2458,endometriosis,Abdome pain
2459,endometriosis,Lower back pain
2460,endometriosis,Pain in pelvic areas
2461,endometriosis,Infertility
2462,endometriosis,Heavy periods and bleeding between periods
2463,endometriosis,Painful menstrual cramps
2464,endometriosis,Pelvic Pain
2465,endometriosis,Pelvic Cramping
2466,endometriosis,Fatique
2467,endometriosis,Constipation
2468,endometriosis,Nausea
2469,epilepsy,Temporary confusion
2470,epilepsy,A staring spell
2471,epilepsy,Uncontrollable jerking movements of the limbs
2472,epilepsy,Loss of consciousness
2473,epilepsy,Psychic symptoms
2474,fibromyalgia,Trouble sleeping
2475,fibromyalgia,Morning stiffness
2476,fibromyalgia,Headache
2477,fibromyalgia,Painful menstrual periods
2478,fibromyalgia,Tingling
2479,fibromyalgia,Numbness in hands and feet
2480,fibromyalgia,Problems with thinking and memory
2481,flu,Body pain
2482,flu,Muscle pain
2483,flu,Chills
2484,flu,Cough
2485,flu,Fever
2486,flu,Headache
2487,flu,Sore throat
2488,gangrene,Blue or black color skin
2489,gangrene,Pain
2490,gangrene,Numbness
2491,gangrene,Sores that produce a foul-smelling discharge
2492,gastroenteritis,Diarrhea
2493,gastroenteritis,Abdomen pain
2494,gastroenteritis,Vomiting
2495,gastroenteritis,Headache
2496,gastroenteritis,Fever
2497,gastroenteritis,Chills
2498,gerd,Dry cough
2499,gerd,Asthma symptoms
2500,gerd,Trouble swallowing
2501,gerd,Heart Burn
2502,gerd,Chest Pain
2503,gerd,Sensation of Lump in throat
2504,glomerulonephritis,Rash
2505,glomerulonephritis,Joint pain
2506,glomerulonephritis,Breathing problems
2507,glomerulonephritis,Tiredness
2508,goitre,Cough
2509,goitre,Tight feeling in your throat
2510,goitre,Hoarsenes
2511,goitre,Difficulty in swallowing
2512,goitre,Difficulty in breathing
2513,gout,Joint feeling hot and very tender
2514,gout,Swelling in and around the affected joint
2515,gout,Red skin over the affected joint
2516,gout,Itching
2517,heart disease,Chest pain
2518,heart disease,Shortness of breath
2519,heart disease,Pain
2520,heart disease,Numbness
2521,heart disease,Weakness
2522,heart disease,Neck and throat pain
2523,heartburn,A burning pain in chest
2524,hemorrhoids,Red blood covering the stool
2525,hemorrhoids,Swollen veins in lower rectum
2526,hepatitis A,Fatigue
2527,hepatitis A,Nausea
2528,hepatitis A,Vomiting
2529,hepatitis A,Abdomen pain
2530,hepatitis A,Clay-colored bowel movements
2531,hepatitis A,Loss of appetite
2532,hepatitis A,Low  fever
2533,hepatitis A,Dark urine
2534,hepatitis A,Joint pain
2535,hepatitis A,Yellowing of the skin and eyes
2536,hepatitis B,Abdomen pain
2537,hepatitis B,Dark urine
2538,hepatitis B,Fever
2539,hepatitis B,Joint pain
2540,hepatitis B,Loss of appetite
2541,hepatitis B,Nausea
2542,hepatitis B,Vomiting
2543,hepatitis B,Weakness
2544,hepatitis B,Fatigue
2545,hepatitis B,Yellowing of your skin and eyes
2546,hepatitis C,Bleeding easily
2547,hepatitis C,Bruising easily
2548,hepatitis C,Fatigue
2549,hepatitis C,Poor appetite
2550,hepatitis C,Yellow discoloration of the skin and eyes
2551,hepatitis C,Dark-colored urine
2552,hepatitis C,Itchy skin
2553,hepatitis C,Fluid buildup in your abdomen
2554,hepatitis C,Swelling in your legs
2555,hepatitis C,Weight loss
2556,hepatitis C,Confusion
2557,hepatitis C,Drowsiness
2558,hiatalhernia,Heartburn
2559,hiatalhernia,Difficulty in swallowing
2560,hiatalhernia,A dry cough
2561,hiatalhernia,Bad breath
2562,hiatalhernia,Hiatal hernias
2563,hiatalhernia,Chest pain
2564,hiatalhernia,Abdomain Pain
2565,hiatalhernia,Vomiting blood
2566,huntingtons disease,Rigid muscle
2567,huntingtons disease,Slow or abnormal eye movements
2568,huntingtons disease,Impaired posture
2569,hyperthyroidism,Being nervous
2570,hyperthyroidism,Irritable
