,Source,Target
1745,primary carcinoma of the liver cells, pain abdominal
1746,primary carcinoma of the liver cells, hepatomegaly
1747,primary carcinoma of the liver cells, hematocrit decrease
1748,primary carcinoma of the liver cells, stupor
1749,primary carcinoma of the liver cells, decrease body weight
1750,primary carcinoma of the liver cells, shortness breath
1751,primary carcinoma of the liver cells, cough
1752,emphysema pulmonary, behavior show increase motor activity
1753,emphysema pulmonary, scar tissue
1754,emphysema pulmonary, dyspnea exertion
1755,emphysema pulmonary, coordination abnormal
1756,emphysema pulmonary, myalgia
1757,emphysema pulmonary, hypercapnia
1758,emphysema pulmonary, clammy skin
1759,emphysema pulmonary, religious belief
1760,emphysema pulmonary, room spin
1761,emphysema pulmonary, moan
1762,emphysema pulmonary, night sweat
1763,emphysema pulmonary, cachexia
1764,emphysema pulmonary, symptom aggravate factor
1765,emphysema pulmonary, dyspnea
1766,emphysema pulmonary, rale
1767,emphysema pulmonary, flush
1768,emphysema pulmonary, painful swallow
1769,emphysema pulmonary, arthralgia
1770,emphysema pulmonary, choke
1771,emphysema pulmonary, tenesmus
1772,emphysema pulmonary, constipation
1773,hemorrhoids, haemorrhage
1774,hemorrhoids, bowel sound decrease
1775,hemorrhoids, decrease stool caliber
1776,hemorrhoids, nausea vomit
1777,hemorrhoids, hunger
1778,hemorrhoids, diarrhea
1779,hemorrhoids, dizziness
1780,hemorrhoids, hyponatremia
1781,hemorrhoids, clonus
1782,hemorrhoids, pain
1783,hemorrhoids, achalasia
1784,hemorrhoids, burn sensation
1785,hemorrhoids, guaiac positive
1786,hemorrhoids, numbness hand
1787,hemorrhoids, wheeze
1788,hemorrhoids, cough
1789,spasm bronchial, shortness breath
1790,spasm bronchial, scar tissue
1791,spasm bronchial, apyrexial
1792,spasm bronchial, know drug allergies
1793,spasm bronchial, pain
1794,spasm bronchial, productive cough
1795,spasm bronchial, throat sore
1796,spasm bronchial, dyspnea
1797,spasm bronchial, chest tightness
1798,spasm bronchial, hypoxemia
1799,spasm bronchial, tachypnea
1800,spasm bronchial, sensory discomfort
1801,spasm bronchial, fever
1802,spasm bronchial, vomit
1803,spasm bronchial, rhonchus
1804,spasm bronchial, hemiplegia
1805,spasm bronchial, fremitus
1806,aphasia, clonus
1807,aphasia, egophony
1808,aphasia, facial paresis
1809,aphasia, aphagia
1810,aphasia, muscle twitch
1811,aphasia, paralyse
1812,aphasia, low back pain
1813,aphasia, charleyhorse
1814,obesity morbid, breath
1815,obesity morbid, sedentary
1816,obesity morbid, angina pectoris
1817,obesity morbid, cough
1818,obesity morbid, unhappy
1819,obesity morbid, labor breathe
1820,obesity morbid," hypothermia , natural"
1821,obesity morbid, dyspnea
1822,obesity morbid, hematocrit decrease
1823,obesity morbid, wheeze
1824,obesity morbid, hypoxemia
1825,obesity morbid, renal angle tenderness
1826,obesity morbid, feel hot/feverish
1827,pyelonephritis, fever
1828,pyelonephritis, pain
1829,pyelonephritis, urgency micturition
1830,pyelonephritis, hematuria
1831,pyelonephritis, vomit
1832,pyelonephritis, chill
1833,pyelonephritis, diarrhea
1834,pyelonephritis, nausea
1835,pyelonephritis, pain abdominal
1836,pyelonephritis, myalgia
1837,pyelonephritis, fever
1838,pyelonephritis, chill
1839,endocarditis, pleuritic pain
1840,endocarditis, thicken
1841,endocarditis, myalgia
1842,endocarditis, apyrexial
1843,endocarditis, night sweat
1844,endocarditis, flare
1845,endocarditis, shortness breath
1846,endocarditis, orthopnea
1847,endocarditis, abscess bacterial
1848,endocarditis, hypotension
1849,endocarditis, cough
1850,endocarditis, metastatic lesion
1851,endocarditis, breath sound decrease
1852,endocarditis, decrease body weight
1853,endocarditis, pulsus paradoxus
1854,endocarditis, hypokinesia
1855,effusion pericardial, pericardial friction rub
1856,effusion pericardial, dyspnea
1857,effusion pericardial, shortness breath
1858,effusion pericardial, hemodynamically stable
1859,effusion pericardial, cardiomegaly
1860,effusion pericardial, hypotension
1861,effusion pericardial, sputum purulent
1862,effusion pericardial, facial paresis
1863,effusion pericardial, pain
1864,effusion pericardial, oliguria
1865,effusion pericardial, blackout
1866,effusion pericardial, intoxication
1867,pericardial effusion body substance, pericardial friction rub
1868,pericardial effusion body substance, dyspnea
1869,pericardial effusion body substance, shortness breath
1870,pericardial effusion body substance, hemodynamically stable
1871,pericardial effusion body substance, cardiomegaly
1872,pericardial effusion body substance, hypotension
1873,pericardial effusion body substance, sputum purulent
1874,pericardial effusion body substance, facial paresis
1875,pericardial effusion body substance, pain
1876,pericardial effusion body substance, oliguria
1877,pericardial effusion body substance, blackout
1878,pericardial effusion body substance, intoxication
1879,chronic alcoholic intoxication, tremor
1880,chronic alcoholic intoxication, hallucinations auditory
1881,chronic alcoholic intoxication, suicidal
1882,chronic alcoholic intoxication, hoard
1883,chronic alcoholic intoxication, irritable mood
1884,chronic alcoholic intoxication, feel hopeless
1885,chronic alcoholic intoxication, feel suicidal
1886,chronic alcoholic intoxication, neologism
1887,chronic alcoholic intoxication, seizure
1888,chronic alcoholic intoxication, homelessness
1889,chronic alcoholic intoxication, sleeplessness
1890,chronic alcoholic intoxication, unconscious state
1891,chronic alcoholic intoxication, panic
1892,chronic alcoholic intoxication, breath sound decrease
1893,chronic alcoholic intoxication, shortness breath
1894,pneumothorax, dyspnea
1895,pneumothorax, cardiovascular find
1896,pneumothorax, cardiovascular event
1897,pneumothorax, haemoptysis
1898,pneumothorax, cough
1899,pneumothorax, hypercapnia
1900,pneumothorax, soft tissue swell
1901,pneumothorax, prostatism
1902,pneumothorax, agitation
1903,delirium, unsteady gait
1904,delirium, withdraw
1905,delirium, hyponatremia
1906,delirium, verbally abusive behavior
1907,delirium, feel suicidal
1908,delirium, unresponsiveness
1909,delirium, worry
1910,delirium, drowsiness
1911,delirium, sleepy
1912,delirium, hallucinations auditory
1913,delirium, suicidal
1914,delirium, fever
1915,delirium, diarrhea
1916,neutropenia, transaminitis
1917,neutropenia, splenomegaly
1918,neutropenia, night sweat
1919,neutropenia, apyrexial
1920,neutropenia, lesion
1921,neutropenia, snuffle
1922,neutropenia, chill
1923,neutropenia, cough
1924,neutropenia, monoclonal
1925,neutropenia, hypocalcemia result
1926,neutropenia, oliguria
1927,neutropenia, rhd positive
1928,neutropenia, distress respiratory
1929,hyperbilirubinemia, cyanosis
1930,hyperbilirubinemia, tachypnea
1931,hyperbilirubinemia, para 1
1932,hyperbilirubinemia, bradycardia
1933,hyperbilirubinemia, breech presentation
1934,hyperbilirubinemia, cushingoid facies
1935,hyperbilirubinemia, cushingoid habitus
1936,hyperbilirubinemia, cough
1937,hyperbilirubinemia, myalgia
1938,influenza, uncoordination
1939,influenza, fever
1940,influenza, pleuritic pain
1941,influenza, snuffle
1942,influenza, throat sore
1943,influenza, malaise
1944,influenza, debilitation
1945,influenza, symptom aggravate factor
1946,influenza, chill
1947,influenza, scleral icterus
1948,influenza, nasal flare
1949,influenza, dysuria
1950,influenza, lip smack
1951,influenza, headache
1952,influenza, sneeze
1953,influenza, snore
1954,influenza, green sputum
1955,influenza, shortness breath
1956,influenza, distress respiratory
1957,influenza, blackout
1958,influenza, extreme exhaustion
1959,dependence, intoxication
1960,dependence, tremor
1961,dependence, agitation
1962,dependence, suicidal
1963,dependence, homelessness
1964,dependence, prostatism
1965,dependence, lethargy
1966,dependence, seizure
1967,dependence, muscle twitch
1968,dependence, stuffy nose
1969,dependence, feel hopeless
1970,dependence, heavy legs
1971,dependence, rale
1972,thrombus, hypokinesia
1973,thrombus, anorexia
1974,thrombus, hypertonicity
1975,thrombus, shortness breath
1976,thrombus, hypoalbuminemia
1977,thrombus, pruritus
1978,thrombus, sore touch
1979,thrombus, hemodynamically stable
1980,thrombus, facial paresis
1981,thrombus, vomit
1982,thrombus, stool color yellow
1983,cholecystitis, moan
1984,cholecystitis, nausea
1985,cholecystitis, pain abdominal
1986,cholecystitis, murphy 's sign
1987,cholecystitis, flatulence
1988,cholecystitis, colic abdominal
1989,cholecystitis, pain
1990,cholecystitis, ascites
1991,cholecystitis, diarrhea
1992,cholecystitis, qt interval prolong
1993,cholecystitis, cardiovascular find
1994,cholecystitis, cardiovascular event
1995,cholecystitis, groggy
1996,cholecystitis, sinus rhythm
1997,cholecystitis, gasp breath
1998,cholecystitis, constipation
1999,cholecystitis, feces rectum
2000,cholecystitis, abnormally hard consistency
2001,hernia hiatal, pain abdominal
2002,hernia hiatal, fatigability
2003,hernia hiatal, prodrome
2004,hernia hiatal, vomit
2005,hernia hiatal, nausea
2006,hernia hiatal, myalgia
2007,hernia hiatal, hyponatremia
2008,hernia hiatal, sore touch
2009,hernia hiatal, general discomfort
2010,hernia hiatal, dyspnea exertion
2011,hernia hiatal, asterixis
2012,hernia hiatal, guaiac positive
2013,hernia hiatal, numbness hand
2014,hernia hiatal, headache
2015,hernia hiatal, photophobia
2016,migraine disorders, ambidexterity
2017,migraine disorders, vomit
2018,migraine disorders, dizziness
2019,migraine disorders, numbness
2020,migraine disorders, nausea
2021,migraine disorders, fever
2022,migraine disorders, splenomegaly
2023,pancytopenia, hypoproteinemia
2024,pancytopenia, fatigue
2025,pancytopenia, haemorrhage
2026,pancytopenia, fatigability
2027,pancytopenia, cushingoid facies
2028,pancytopenia, cushingoid habitus
2029,pancytopenia, stool color yellow
2030,pancytopenia, colic abdominal
2031,cholelithiasis, vomit
2032,cholelithiasis, nausea
2033,cholelithiasis, pain abdominal
2034,cholelithiasis, pain
2035,cholelithiasis, cushingoid facies
2036,cholelithiasis, cushingoid habitus
2037,cholelithiasis, ascites
2038,cholelithiasis, thicken
2039,cholelithiasis, sore touch
2040,cholelithiasis, diarrhea
2041,cholelithiasis, apyrexial
2042,cholelithiasis, palpitation
2043,biliary calculus, vomit
2044,biliary calculus, nausea
2045,biliary calculus, pain abdominal
2046,biliary calculus, pain
2047,biliary calculus, cushingoid facies
2048,biliary calculus, cushingoid habitus
2049,biliary calculus, ascites
2050,biliary calculus, thicken
2051,biliary calculus, sore touch
2052,biliary calculus, diarrhea
2053,biliary calculus, apyrexial
2054,biliary calculus, palpitation
2055,tachycardia sinus, leave atrial hypertrophy
2056,tachycardia sinus, sweat
2057,tachycardia sinus, sweat increase
2058,tachycardia sinus, alcohol binge episode
2059,tachycardia sinus, pressure chest
2060,tachycardia sinus, scar tissue
2061,tachycardia sinus, cardiovascular find
2062,tachycardia sinus, cardiovascular event
2063,tachycardia sinus, orthostasis
2064,tachycardia sinus, shortness breath
2065,tachycardia sinus, wave invert
2066,tachycardia sinus, vomit
2067,tachycardia sinus, pain abdominal
2068,ileus, abscess bacterial
2069,ileus, abdomen acute
2070,ileus, air fluid level
2071,ileus, catch breath
2072,ileus, abdominal tenderness
2073,ileus, nausea
2074,ileus, sore touch
2075,ileus, flatulence
2076,ileus, diarrhea
2077,ileus, mass body structure
2078,ileus, apyrexial
2079,ileus, constipation
2080,ileus, thicken
2081,ileus, gravida 0
2082,ileus, pain abdominal
2083,adhesion, flatulence
2084,adhesion, pain
2085,adhesion, large-for-dates fetus
2086,adhesion, para 1
2087,adhesion, vomit
2088,adhesion, lung nodule
2089,adhesion, breech presentation
2090,adhesion, shortness breath
2091,adhesion, decrease body weight
2092,adhesion, immobile
2093,adhesion, unsteady gait
2094,adhesion, hallucinations visual
2095,adhesion, feel suicidal
2096,delusion, loose associations
2097,delusion, giddy mood
2098,delusion, feel hopeless
2099,delusion, agitation
2100,delusion, hallucinations auditory
2101,delusion, irritable mood
2102,delusion, sleeplessness
2103,delusion, neologism
2104,delusion, homicidal thoughts
2105,delusion, disturb family
2106,delusion, worry
2107,delusion, decompensation
2108,delusion, verbally abusive behavior
2109,delusion, catatonia
2110,delusion, suicidal
2111,delusion, terrify
2112,delusion, blackout
2113,delusion, weepiness
2114,delusion, impair cognition
2115,delusion, irritable mood
2116,delusion, agitation
2117,affect labile, extreme exhaustion
2118,affect labile, sleeplessness
2119,affect labile, enuresis
2120,affect labile, patient non compliance
2121,affect labile, feel hopeless
2122,affect labile, hallucinations visual
2123,affect labile, bedridden
2124,affect labile, bedridden
2125,affect labile, prostatism
2126,decubitus ulcer, systolic murmur
2127,decubitus ulcer, frail
2128,decubitus ulcer, fever
2129,abscess, pus formation
2130,allergy, runny nose
2131,allergy, sneeze
2132,allergy, itch
2133,allergy, rashes
2134,allergy, swell
2135,alzheimers disease, loss memory
2136,alzheimers disease, trouble find right word identify object
2137,alzheimers disease, express thoughts take part conversations
2138,anorexia nervosa, extreme weight loss
2139,anorexia nervosa, thin appearance
2140,anorexia nervosa, abnormal blood count
2141,anorexia nervosa, fatigue
2142,anorexia nervosa, insomnia
2143,anorexia nervosa, dizziness
2144,anorexia nervosa, faint
2145,anorexia nervosa, bluish discoloration finger
2146,anorexia nervosa, loss hair
2147,anorexia nervosa, absence menstruation
2148,anorexia nervosa, constipation
2149,anorexia nervosa, dry yellowish skin
2150,anorexia nervosa, intolerance cold
2151,anorexia nervosa, irregular heart rhythms
2152,anorexia nervosa, low blood pressure
2153,anorexia nervosa, dehydration
2154,anorexia nervosa, osteoporosis
2155,anorexia nervosa, swell limbs
2156,antisocial personality disorder, disregard right wrong
2157,antisocial personality disorder, persistent lie deceit exploit others
2158,antisocial personality disorder, callous
2159,antisocial personality disorder, use charm wit manipulate others personal gain personal pleasure
2160,antisocial personality disorder, arrogance
2161,antisocial personality disorder, recur problems law
2162,antisocial personality disorder, repeatedly violate right others intimidation dishonesty
2163,antisocial personality disorder, agitation
2164,antisocial personality disorder, aggression
2165,appendicitis, abdomen pain right side
2166,appendicitis, swell abdomen
2167,appendicitis, loss appetite
2168,appendicitis, nausea
2169,appendicitis, vomit
2170,appendicitis, constipation
2171,appendicitis, low fever
2172,arthritis, pain joint
2173,arthritis, swell joint
2174,asthma, wheeze
2175,asthma, cough
2176,asthma, chest tightness
2177,asthma, shortness breath
2178,astigmatism, blur vision
2179,astigmatism, eyestrain
2180,astigmatism, headache
2181,astigmatism, difficulty night vision
2182,astigmatism, squint
2183,atherosclerosis, heavy chest pain
2184,atherosclerosis, heart attack
2185,atherosclerosis, shortness breath
2186,atherosclerosis, dizziness
2187,atherosclerosis, weakness one side body
2188,atherosclerosis, slur speech
2189,atherosclerosis, leg pain walk
2190,backpain, pain back
2191,bladdercancer, blood urine
2192,bladdercancer, frequent urge urinate
2193,bladdercancer, pain urinate
2194,bladdercancer, low back pain
2195,botulism, difficulty swallow speak
2196,botulism, dry mouth
2197,botulism, facial weakness side face
2198,botulism, blur vision
2199,botulism, droop eyelids
2200,botulism, trouble breathe
2201,botulism, nausea
2202,botulism, vomit
2203,botulism, abdominal cramp
2204,botulism, paralysis
2205,brain tumor, new onset change pattern headaches
2206,brain tumor, nausea
2207,brain tumor, vomit
2208,brain tumor, blur vision
2209,brain tumor, double vision
2210,brain tumor, gradual loss sensation movement arm leg
2211,brain tumor, difficulty balance
2212,brain tumor, speech difficulties
2213,brain tumor, confusion everyday matter
2214,brain tumor, personality behavior change
2215,brain tumor, seizures
2216,brain tumor, especially someone doesnt history seizures
2217,brain tumor, hear problems
2218,breastcancer, lump breast
2219,breastcancer, change size shape breast
2220,breastcancer, discharge nipple
2221,bronchitis, cough
2222,bronchitis, fatigue
2223,bronchitis, shortness breath
2224,bronchitis, fever
2225,bronchitis, chill
2226,bronchitis, chest tightness
2227,brucellosis, fever
2228,brucellosis, chill
2229,brucellosis, loss appetite
2230,brucellosis, sweat
2231,brucellosis, weakness
2232,brucellosis, fatigue
2233,brucellosis, joint pain
2234,brucellosis, muscle pain
2235,brucellosis, headache
2236,burns, swell
2237,burns, blister
2238,burns, scar
2239,bursitis, body pain
2240,bursitis, body stiffness
2241,bursitis, hurt move press
2242,bursitis, look swell red
2243,cancer, fatigue
2244,cancer, lump area thicken felt skin
2245,cancer, weight change
2246,cancer, include unintended loss gain
2247,cancer, uskin change
2248,cancer, yellow
2249,cancer, darken redness skin
2250,cancer, sores wont heal
2251,cancer, change exist moles
2252,cancer, change bowel bladder habit
2253,cancer, persistent cough trouble breathe
2254,cancer, difficulty swallow
2255,cancer, hoarseness
2256,cancer, persistent indigestion discomfort eat
2257,cancer, persistent
2258,cancer, unexplained muscle joint pain
2259,cancer, persistent
2260,cancer, unexplained fevers night sweat
2261,cancer, unexplained bleed bruise
2262,carbonmonoxidepoisoning, headache
2263,carbonmonoxidepoisoning, dizziness
2264,carbonmonoxidepoisoning, weakness
2265,carbonmonoxidepoisoning, nausea
2266,carbonmonoxidepoisoning, vomit
2267,carbonmonoxidepoisoning, chest pain
2268,carbonmonoxidepoisoning, confusion
2269,celiac disease, iron deficiency
2270,celiac disease, loss bone density
2271,celiac disease, soften bone
2272,celiac disease, itch
2273,celiac disease, blister
2274,celiac disease, skin rash
2275,celiac disease, damage dental enamel
2276,celiac disease, mouth ulcers
2277,celiac disease, headache
2278,celiac disease, fatigue
2279,celiac disease, nervous system injury
2280,cerebralpalsy, difficulty walk
2281,cerebralpalsy, difficulty write
2282,cerebralpalsy, age
2283,cerebralpalsy, name
2284,cerebralpalsy, symp
2285,cervicalcancer, pelvic pain
2286,cervicalcancer, bleed vagina
2287,chagas disease, swell infection site
2288,chagas disease, fever
2289,chagas disease, fatigue
2290,chagas disease, rash
2291,chagas disease, body pain
2292,chagas disease, swell eyelid
2293,chagas disease, headache
2294,chagas disease, loss appetite
2295,chagas disease, nausea
2296,chagas disease, diarrhea vomit
2297,chagas disease, swell glands
2298,chickenpox, itchy rash
2299,chickenpox, fluid-filled blister body
2300,chickenpox, scab body
2301,chickenpox, fever
2302,chickenpox, headache
2303,chickenpox, tiredness
2304,chickenpox, loss appetite
2305,chlamydia, painful urination
2306,chlamydia, lower abdominal pain
2307,chlamydia, vaginal discharge women
2308,chlamydia, discharge penis men
2309,chlamydia, painful sexual intercourse women
2310,chlamydia, bleed periods sex women
2311,chlamydia, testicular pain men
2312,cholera, watery diarrhea
2313,cholera, vomit
2314,cholera, leg cramp
2315,cholera, dehydration
2316,cholera, shock
2317,chronicfatiguesyndrome, severe fatigue
2318,chronicfatiguesyndrome, disturb sleep
2319,chronicfatiguesyndrome, muscle pain
2320,chronicfatiguesyndrome, memory problems
2321,chronicfatiguesyndrome, headaches
2322,chronicfatiguesyndrome, pain multiple joint
2323,chronicfatiguesyndrome, sleep problems
2324,chronicfatiguesyndrome, sore throat
2325,chronicfatiguesyndrome, tender lymph nod
2326,colorectalcancer, diarrhea
2327,colorectalcancer, constipation
2328,colorectalcancer, feel bowel empty completely
2329,colorectalcancer, blood stool
2330,colorectalcancer, stool narrower usual
2331,colorectalcancer, frequent gas pain cramp
2332,colorectalcancer, weight loss
2333,colorectalcancer, fatigue
2334,colorectalcancer, nausea
2335,colorectalcancer, vomit
2336,commoncold, sneeze
2337,commoncold, sore throat
2338,commoncold, stuffy nose
2339,commoncold, cough
2340,cradle cap, thick crust scalp
2341,cradle cap, dry skin
2342,cradle cap, skin flake
2343,cradle cap, redness skin
2344,deepveinthrombosis, warmth tenderness vein
2345,deepveinthrombosis, pain swell part body affect
2346,deepveinthrombosis, skin redness
2347,dehydration, thirsty
2348,dehydration, urinate less often usual
2349,dehydration, dark-colored urine
2350,dehydration, dry skin
2351,dehydration, feel tire
2352,dehydration, dizziness
2353,dehydration, faint
2354,dengue, high fever
2355,dengue, headache
2356,dengue, joint pain
2357,dengue, muscle pain
2358,dengue, vomit
2359,dengue, rash
2360,dengue, massive bleed
2361,dengue, shock
2362,depression, loss interest favorite activities
2363,depression, overeat
2364,depression, want eat
2365,depression, able sleep
2366,depression, sleep much
2367,depression, feel tire
2368,depression, feel hopeless
2369,depression, irritable
2370,depression, anxious
2371,depression, guilty
2372,depression, pain
2373,depression, headache
2374,depression, cramp
2375,depression, insomnia
2376,depression, restlessness
2377,dermatitis, redness
2378,dermatitis, itch
2379,dermatitis, small bump
2380,diabetes, increase thirst
2381,diabetes, frequent urination
2382,diabetes, extreme hunger
2383,diabetes, weight loss
2384,diabetes, presence ketones urine
2385,diabetes, fatigue
2386,diabetes, irritability
2387,diabetes, blur vision
2388,diabetes, slow-healing sores
2389,diabetes, gum infections
2390,diabetes, skin infections
2391,diabetes, vaginal infections
2392,diarrhea, cramp pain abdome
2393,diarrhea, urgent need use bathroom
2394,diarrhea, loss bowel control
2395,diarrhea, fever
2396,diarrhea, abdominal pain
2397,diarrhea, blood stool
2398,diarrhea, bloat
2399,diarrhea, nausea
2400,diarrhea, abdominal cramp
2401,diphtheria, sore throat
2402,diphtheria, swell glands neck
2403,diphtheria, fever
2404,diphtheria, weakness
2405,diphtheria, nasal discharge
2406,diphtheria, malaise
2407,diverticulitis, pain
2408,diverticulitis, may constant persist several days . pain usually felt lower leave side abdomen
2409,diverticulitis, may occur right
2410,diverticulitis, especially people asian descent .
2411,diverticulitis, nausea vomit .
2412,diverticulitis, fever .
2413,diverticulitis, abdominal tenderness .
2414,diverticulitis, constipation
2415,diverticulitis, less commonly
2416,diverticulitis, diarrhea .
2417,down syndrome, flatten facial feature
2418,down syndrome, small head
2419,down syndrome, short neck
2420,down syndrome, protrude tongue
2421,down syndrome, uupward slant eye
2422,down syndrome, unusual childs ethnic group
2423,down syndrome, unusually shape small ears
2424,down syndrome, poor muscle tone
2425,down syndrome, broad
2426,down syndrome, short hand single crease palm
2427,down syndrome, relatively short finger small hand feet
2428,down syndrome, excessive flexibility
2429,down syndrome, tiny white spot color part ( iris ) eye call brushfield spot
2430,down syndrome, short height
2431,dyslexia, late talk
2432,dyslexia, learn new word slowly
2433,dyslexia, difficulty learn nursery rhyme
2434,dyslexia, difficulty play rhyme game
2435,ebola, fever
2436,ebola, headache
2437,ebola, joint pain
2438,ebola, muscle pain
2439,ebola, weakness
2440,ebola, diarrhea
2441,ebola, vomit
2442,ebola, stomach pain
2443,ebola, lack appetite
2444,ebola, rash
2445,ebola, red eye
2446,ebola, bleed
2447,emphysema, shortnes breath
2448,emphysema, unable climb stairs
2449,emphysema, bluish lips
2450,emphysema, bluish fingernails
2451,emphysema, mentally unalert
2452,encephalitis, severe headache
2453,encephalitis, sudden fever
2454,encephalitis, drowsiness
2455,encephalitis, vomit
2456,encephalitis, confusion
2457,encephalitis, seizures
2458,endometriosis, abdome pain
2459,endometriosis, lower back pain
2460,endometriosis, pain pelvic areas
2461,endometriosis, infertility
2462,endometriosis, heavy periods bleed periods
2463,endometriosis, painful menstrual cramp
2464,endometriosis, pelvic pain
2465,endometriosis, pelvic cramp
2466,endometriosis, fatique
2467,endometriosis, constipation
2468,endometriosis, nausea
2469,epilepsy, temporary confusion
2470,epilepsy, star spell
2471,epilepsy, uncontrollable jerk movements limbs
2472,epilepsy, loss consciousness
2473,epilepsy, psychic symptoms
2474,fibromyalgia, trouble sleep
2475,fibromyalgia, morning stiffness
2476,fibromyalgia, headache
2477,fibromyalgia, painful menstrual periods
2478,fibromyalgia, tingle
2479,fibromyalgia, numbness hand feet
2480,fibromyalgia, problems think memory
2481,flu, body pain
2482,flu, muscle pain
2483,flu, chill
2484,flu, cough
2485,flu, fever
2486,flu, headache
2487,flu, sore throat
2488,gangrene, blue black color skin
2489,gangrene, pain
2490,gangrene, numbness
2491,gangrene, sores produce foul-smelling discharge
2492,gastroenteritis, diarrhea
2493,gastroenteritis, abdomen pain
2494,gastroenteritis, vomit
2495,gastroenteritis, headache
2496,gastroenteritis, fever
2497,gastroenteritis, chill
2498,gerd, dry cough
2499,gerd, asthma symptoms
2500,gerd, trouble swallow
2501,gerd, heart burn
2502,gerd, chest pain
2503,gerd, sensation lump throat
2504,glomerulonephritis, rash
2505,glomerulonephritis, joint pain
2506,glomerulonephritis, breathe problems
2507,glomerulonephritis, tiredness
2508,goitre, cough
2509,goitre, tight feel throat
2510,goitre, hoarsenes
2511,goitre, difficulty swallow
2512,goitre, difficulty breathe
2513,gout, joint feel hot tender
2514,gout, swell around affect joint
2515,gout, red skin affect joint
2516,gout, itch
2517,heart disease, chest pain
2518,heart disease, shortness breath
2519,heart disease, pain
2520,heart disease, numbness
2521,heart disease, weakness
2522,heart disease, neck throat pain
2523,heartburn, burn pain chest
2524,hemorrhoids, red blood cover stool
2525,hemorrhoids, swell vein lower rectum
2526,hepatitis A, fatigue
2527,hepatitis A, nausea
2528,hepatitis A, vomit
2529,hepatitis A, abdomen pain
2530,hepatitis A, clay-colored bowel movements
2531,hepatitis A, loss appetite
2532,hepatitis A, low fever
2533,hepatitis A, dark urine
2534,hepatitis A, joint pain
2535,hepatitis A, yellow skin eye
2536,hepatitis B, abdomen pain
2537,hepatitis B, dark urine
2538,hepatitis B, fever
2539,hepatitis B, joint pain
2540,hepatitis B, loss appetite
2541,hepatitis B, nausea
2542,hepatitis B, vomit
2543,hepatitis B, weakness
2544,hepatitis B, fatigue
2545,hepatitis B, yellow skin eye
2546,hepatitis C, bleed easily
2547,hepatitis C, bruise easily
2548,hepatitis C, fatigue
2549,hepatitis C, poor appetite
2550,hepatitis C, yellow discoloration skin eye
2551,hepatitis C, dark-colored urine
2552,hepatitis C, itchy skin
2553,hepatitis C, fluid buildup abdomen
2554,hepatitis C, swell legs
2555,hepatitis C, weight loss
2556,hepatitis C, confusion
2557,hepatitis C, drowsiness
2558,hiatalhernia, heartburn
2559,hiatalhernia, difficulty swallow
2560,hiatalhernia, dry cough
2561,hiatalhernia, bad breath
2562,hiatalhernia, hiatal hernias
2563,hiatalhernia, chest pain
2564,hiatalhernia, abdomain pain
2565,hiatalhernia, vomit blood
2566,huntingtons disease, rigid muscle
2567,huntingtons disease, slow abnormal eye movements
2568,huntingtons disease, impair posture
2569,hyperthyroidism, nervous
2570,hyperthyroidism, irritable
2571,hyperthyroidism, mood swing
2572,hyperthyroidism, fatigue
2573,hyperthyroidism, heat intolerance
2574,hyperthyroidism, trouble sleep
2575,hyperthyroidism, hand tremor
2576,hyperthyroidism, rapid heart rate
2577,hyperthyroidism, diarrhea
2578,hyperthyroidism, weight loss
2579,hyperthyroidism, goiter
2580,hypothyroidism, fatigue
2581,hypothyroidism, weight gain
2582,hypothyroidism, puffy face
2583,hypothyroidism, cold intolerance
2584,hypothyroidism, joint pain
2585,hypothyroidism, muscle pain
2586,hypothyroidism, constipation
2587,hypothyroidism, dry skin
2588,hypothyroidism, thin hair
2589,hypothyroidism, decrease sweat
2590,hypothyroidism, heavy irregular menstrual periods fertility problems
2591,hypothyroidism, depression
2592,hypothyroidism, slow heart rate
2593,impetigo, red sores
2594,impetigo, sores fill pus
2595,impetigo, itch sores
2596,infectiousmononucleosis, fever
2597,infectiousmononucleosis, sore throat
2598,infectiousmononucleosis, swell lymph glands
2599,infertility, irregular menstruate
2600,infertility, painful periods
2601,infertility, fertility problems
2602,infertility, pelvic inflammation
2603,infertility, multiple miscarriages
2604,influenza, body pain
2605,influenza, muscle pain
2606,influenza, chill
2607,influenza, cough
2608,influenza, fever
2609,influenza, headache
2610,influenza, sore throat
2611,interstitial cystitis, pelvic pain
2612,interstitial cystitis, pain vagina anus women
2613,interstitial cystitis, pain scrotum anus men
2614,interstitial cystitis, persistent
2615,interstitial cystitis, frequent urination
2616,interstitial cystitis, pain bladder fill
2617,interstitial cystitis, discomfort bladder fill
2618,interstitial cystitis, pain sexual intercourse .
2619,iritis, eye redness
2620,iritis, discomfort achiness affect eye
2621,iritis, sensitivity light
2622,iritis, decrease vision
2623,irritable bowel syndrome, abdominal pain
2624,irritable bowel syndrome, cramp
2625,irritable bowel syndrome, bloat
2626,irritable bowel syndrome, gas
2627,irritable bowel syndrome, diarrhea
2628,irritable bowel syndrome, constipation diarrhea
2629,irritable bowel syndrome, mucus stool
2630,jaundice, yellow skin eye
2631,jaundice, pale-coloured stool
2632,jaundice, dark-coloured urine
2633,laryngitis, hoarseness
2634,laryngitis, weak voice
2635,laryngitis, voice loss
2636,laryngitis, tickle sensation
2637,laryngitis, sore throat
